Indicator Name,Indicator Description,Units of Measure,Name of Geography,Country,UN Standard Country or Area Code (M.49),UNFPA Region Name,Region View Code,Survey Year,Source Organization,Source Description,ld_ranking,Sex: Female
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2016,SDG,Sustainable Development Goals Global Database 2023,5,5.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2015,SDG,Sustainable Development Goals Global Database 2023,6,4.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2014,SDG,Sustainable Development Goals Global Database 2023,7,5.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2013,SDG,Sustainable Development Goals Global Database 2023,8,6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2012,SDG,Sustainable Development Goals Global Database 2023,9,6.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2011,SDG,Sustainable Development Goals Global Database 2023,10,8.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2010,SDG,Sustainable Development Goals Global Database 2023,11,8.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2009,SDG,Sustainable Development Goals Global Database 2023,12,10.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2008,SDG,Sustainable Development Goals Global Database 2023,13,11.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2007,SDG,Sustainable Development Goals Global Database 2023,14,12.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2006,SDG,Sustainable Development Goals Global Database 2023,15,13.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2005,SDG,Sustainable Development Goals Global Database 2023,16,15
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2004,SDG,Sustainable Development Goals Global Database 2023,17,30.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2003,SDG,Sustainable Development Goals Global Database 2023,18,34.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2002,SDG,Sustainable Development Goals Global Database 2023,19,35.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2001,SDG,Sustainable Development Goals Global Database 2023,20,37.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Seychelles,Seychelles,690,non-UNFPA,,2000,SDG,Sustainable Development Goals Global Database 2023,21,44.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2020,SDG,Sustainable Development Goals Global Database 2023,1,442.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2019,SDG,Sustainable Development Goals Global Database 2023,2,435.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2019,DHS,Sierra Leone Demographic and Health Surveys 2019,3,717
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2018,SDG,Sustainable Development Goals Global Database 2023,4,459.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2017,SDG,Sustainable Development Goals Global Database 2023,5,520.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2016,SDG,Sustainable Development Goals Global Database 2023,6,504.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2015,SDG,Sustainable Development Goals Global Database 2023,7,588.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2014,SDG,Sustainable Development Goals Global Database 2023,8,618.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2013,SDG,Sustainable Development Goals Global Database 2023,9,632.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2012,SDG,Sustainable Development Goals Global Database 2023,10,666.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2011,SDG,Sustainable Development Goals Global Database 2023,11,727.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2010,SDG,Sustainable Development Goals Global Database 2023,12,837.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2009,SDG,Sustainable Development Goals Global Database 2023,13,901
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2008,SDG,Sustainable Development Goals Global Database 2023,14,972.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2007,SDG,Sustainable Development Goals Global Database 2023,15,1125
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2006,SDG,Sustainable Development Goals Global Database 2023,16,1224.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2005,SDG,Sustainable Development Goals Global Database 2023,17,1327.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2004,SDG,Sustainable Development Goals Global Database 2023,18,1366.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2003,SDG,Sustainable Development Goals Global Database 2023,19,1450.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2002,SDG,Sustainable Development Goals Global Database 2023,20,1492.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2001,SDG,Sustainable Development Goals Global Database 2023,21,1610.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Sierra Leone,Sierra Leone,694,West and Central Africa,,2000,SDG,Sustainable Development Goals Global Database 2023,22,1682.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Singapore,Singapore,702,non-UNFPA,,2020,SDG,Sustainable Development Goals Global Database 2023,1,7.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Singapore,Singapore,702,non-UNFPA,,2019,SDG,Sustainable Development Goals Global Database 2023,2,6.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Singapore,Singapore,702,non-UNFPA,,2018,SDG,Sustainable Development Goals Global Database 2023,3,6.7
